id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
76,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang seminar hari Rabu,2025-05-23T22:24:18.498101,1.095,4892,33,4925,json_source,
77,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar berakhir jam 11.45  tanggal 1 Juli 2024,2025-05-23T22:24:23.729538,1.5,9246,33,9279,json_source,
78,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 2 Juli 2024,2025-05-23T22:24:28.744881,1.363,9243,33,9276,json_source,
79,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak seminar Bu Nelly hari Selasa,2025-05-23T22:24:33.012833,0.933,9232,33,9265,json_source,
80,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 4 Juli 2024,2025-05-23T22:24:38.140225,1.445,9245,33,9278,json_source,
81,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan seminar paling pagi pada tanggal 1 Juli 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T22:24:44.938445,2.187,9470,209,9679,json_source,
82,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling akhir pada  4 Juli 2024,2025-05-23T22:24:51.295134,2.439,9452,193,9645,json_source,
83,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 5 Juli 2024,2025-05-23T22:24:58.151472,2.637,9456,212,9668,json_source,
84,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara seminar tanggal 4 Juli 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:25:05.123952,2.314,9456,201,9657,json_source,
85,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk seminar tanggal 3 Juli 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:25:13.989927,3.413,9460,194,9654,json_source,
86,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan seminar paling akhir pada tanggal 8 Juli 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-23T22:25:19.926695,1.671,2057,207,2264,json_source,
87,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T22:25:27.159040,1.832,2046,211,2257,json_source,
88,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 10 Juli 2024,2025-05-23T22:25:34.065617,2.807,2046,194,2240,json_source,
89,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara seminar tanggal 9 Juli 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:25:40.190103,1.733,2044,215,2259,json_source,
90,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk seminar tanggal 8 Juli 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:25:46.401824,1.886,2048,211,2259,json_source,
91,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling terakhir pada hari Senin,2025-05-23T22:25:52.320491,1.735,1041,202,1243,json_source,
92,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang seminar di ruang  6010 pada 11 Desember 2023,2025-05-23T22:25:58.269439,1.797,1058,204,1262,json_source,
93,K-6,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja dosen yang menguji terbanyak pada tanggal 5 Januari 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-23T22:26:11.891648,1.307,4943,63,5006,json_source,
94,K-4,lecturer_list,5,0,1,1.0,0.8333333333333334,0.9090909090909091,0,6,5,Urutkan berdasarkan alphabet nama dosen yang seminar di hari Jumat,2025-05-23T22:26:17.457263,1.447,4926,113,5039,json_source,
95,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Pada seminar tanggal 2 Januari 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T22:26:32.272921,10.444,5113,198,5311,json_source,
96,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang seminar di ruang R6010 pada hari Selasa,2025-05-23T22:26:38.102696,2.077,5114,209,5323,json_source,
97,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa mahasiswa dengan seminar paling pagi di ruang R6028 pada tanggal 3 Januari 2024? Jika lebih dari satu, ambil NIM terkecil.",2025-05-23T22:26:45.492389,2.914,5130,210,5340,json_source,
98,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang seminar di Ruang 6010 pada tanggal 3 Januari 2024,2025-05-23T22:26:51.687517,1.914,5122,193,5315,json_source,
99,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang seminar di hari Sabtu, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-23T22:26:57.898495,1.971,5114,196,5310,json_source,
100,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 6 Januari 2024,2025-05-23T22:27:04.416595,2.083,5113,212,5325,json_source,
101,K-1,schedule_rows,7,0,0,1.0,1.0,1.0,1,7,7,Tampilkan jadwal sidang Pak Andri,2025-05-23T22:27:22.924747,8.152,9212,1370,10582,json_source,
102,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang Ikhsan dilaksanakan,2025-05-23T22:27:38.766274,2.294,9214,221,9435,json_source,
103,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang Muhammad Rifqu dimulai,2025-05-23T22:27:45.582134,2.321,9214,217,9431,json_source,
104,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Fermi Naufal Akbar,2025-05-23T22:27:52.128965,2.029,9215,213,9428,json_source,
105,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Tri Novarel Rahmadhani,2025-05-23T22:28:00.096478,2.358,9217,210,9427,json_source,
106,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang  Muh Nur I,2025-05-23T22:28:07.184732,2.176,9214,220,9434,json_source,
107,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Ferdi berakhir,2025-05-23T22:28:15.212014,2.497,9212,209,9421,json_source,
108,K-1,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Tampilkan jadwal Ir.Taryana Suryana,2025-05-23T22:28:26.772539,4.707,9215,782,9997,json_source,
109,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang  Miftah dimulai,2025-05-23T22:28:33.082934,2.147,9214,211,9425,json_source,
110,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang  Faishal akan dilaksanakan,2025-05-23T22:28:40.626652,2.354,9215,210,9425,json_source,
111,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Toni Rizky Awalludin dimulai,2025-05-23T22:28:48.836952,3.519,9218,219,9437,json_source,
112,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada disidang Naufal Hafizh,2025-05-23T22:28:54.461162,1.632,9026,76,9102,json_source,
113,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rikrik,2025-05-23T22:29:01.188878,2.24,9212,211,9423,json_source,
114,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat sidang Diva Sabila Ramadhan,2025-05-23T22:29:16.355395,10.637,9217,217,9434,json_source,
115,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapakan NIM dari Angga,2025-05-23T22:29:31.623801,10.557,9213,220,9433,json_source,
116,K-1,schedule_rows,3,4,0,0.42857142857142855,1.0,0.6,0,3,7,Munculkan jadwal dari Bapak Irawan,2025-05-23T22:29:45.395286,7.7,9215,1343,10558,json_source,
117,K-1,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,Di mana sidang mahasiswa bernama Alif dilaksanakan,2025-05-23T22:29:59.066607,1.509,9214,25,9239,json_source,
118,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa sidang Dedus Lihoko dimulai,2025-05-23T22:30:05.987150,2.304,9216,222,9438,json_source,
119,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Septiana,2025-05-23T22:30:14.762309,3.236,9214,225,9439,json_source,
120,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dicky,2025-05-23T22:30:22.816484,3.287,9213,222,9435,json_source,
121,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang Weldira Tarigan,2025-05-23T22:30:30.116252,2.729,9214,211,9425,json_source,
122,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Rendy Dermawan berakhir,2025-05-23T22:30:37.277063,2.303,9215,214,9429,json_source,
123,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Reichan dimulai,2025-05-23T22:30:43.761199,2.133,9212,216,9428,json_source,
124,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang akan dilaksanakan oleh Ferdy Mohamad Firdaus,2025-05-23T22:30:59.687163,11.192,9219,215,9434,json_source,
125,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada di sidang Dewi Mahiranie,2025-05-23T22:31:06.045920,1.591,9024,77,9101,json_source,
126,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Adam,2025-05-23T22:31:13.691960,3.026,9212,226,9438,json_source,
127,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal sidang Bu Rani,2025-05-23T22:31:25.110537,4.042,7356,617,7973,json_source,
128,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang sidang Rizky Renaldi Cahya Febrian,2025-05-23T22:31:32.142028,1.685,7362,222,7584,json_source,
129,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Dita,2025-05-23T22:31:38.770214,2.068,7360,222,7582,json_source,
130,K-1,schedule_rows,0,0,3,0.0,0.0,0.0,0,3,0,Tanggal berapa Pak Dwi sidang,2025-05-23T22:31:43.700333,1.344,7357,25,7382,json_source,
131,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Bu Utami  menghadiri sidang skripsi,2025-05-23T22:49:58.805146,2.918,7364,420,7784,json_source,
132,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja mahasiswa yang sidang dengan Pak Ikbal,2025-05-23T22:32:02.894087,4.299,7360,593,7953,json_source,
133,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Umar,2025-05-23T22:32:09.556357,2.283,7356,227,7583,json_source,
134,K-1,lecturer_list,2,1,0,0.6666666666666666,1.0,0.8,0,2,3,Siapa saja dosen yang sidang bersama Pak Hidayat,2025-05-23T22:32:14.975134,1.513,7167,72,7239,json_source,
135,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Sebutkan mahasiswa yang diuji oleh Bu Tati,2025-05-23T22:32:29.118694,5.954,7361,1003,8364,json_source,
136,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Sebutkan NIM mahasiswa yang diuji oleh Pak Dedeng,2025-05-23T22:32:39.626140,4.095,7362,605,7967,json_source,
137,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal sidang dari mahasiswa Ahmad Haris,2025-05-23T22:32:46.748815,2.186,7359,220,7579,json_source,
138,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Muhammad Iqbal,2025-05-23T22:50:05.597525,2.062,7362,224,7586,json_source,
139,K-1,schedule_rows,3,1,0,0.75,1.0,0.8571428571428571,0,3,4,Di ruang mana sidang dengan Pak Didit,2025-05-23T22:33:04.002172,6.088,6885,801,7686,json_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-23T22:33:10.672928,2.065,6883,213,7096,json_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-23T22:33:18.508833,3.282,6892,216,7108,json_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-23T22:33:26.227577,2.191,6894,223,7117,json_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-23T22:33:33.433937,2.83,6892,216,7108,json_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-23T22:33:40.182759,2.246,6892,219,7111,json_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-23T22:33:47.439256,2.098,3361,212,3573,json_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-23T22:50:10.436731,1.227,3169,77,3246,json_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-23T22:50:17.686200,1.854,3361,210,3571,json_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-23T22:34:02.352839,1.803,3372,210,3582,json_source,
149,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-23T22:34:10.679801,1.939,3372,215,3587,json_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-23T22:34:18.060445,2.938,3368,237,3605,json_source,
151,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-23T22:34:24.350498,1.98,3372,210,3582,json_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-23T22:34:30.154219,1.723,3373,213,3586,json_source,
153,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-23T22:34:37.167024,1.822,3372,222,3594,json_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-23T22:34:43.840048,2.322,9015,221,9236,json_source,
155,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-23T22:34:49.897636,2.54,9013,220,9233,json_source,
156,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-23T22:34:57.939325,3.462,9008,426,9434,json_source,
157,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-23T22:35:11.832931,6.402,9008,816,9824,json_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-23T22:35:24.420211,5.175,9008,798,9806,json_source,
159,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-23T22:35:37.638923,5.331,9009,781,9790,json_source,
160,K-4,schedule_rows,3,1,0,0.75,1.0,0.8571428571428571,0,3,4,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-23T22:35:51.360797,6.431,9006,803,9809,json_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-23T22:36:02.259260,4.102,9000,605,9605,json_source,
162,K-4,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-23T22:36:09.986725,2.406,9005,221,9226,json_source,
163,K-4,lecturer_list,12,0,0,1.0,1.0,1.0,1,12,12,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-23T22:36:17.758624,2.591,8817,234,9051,json_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-23T22:36:30.512630,4.65,9009,605,9614,json_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-23T22:36:59.457602,13.706,9005,2376,11381,json_source,
166,K-4,lecturer_list,8,4,0,0.6666666666666666,1.0,0.8,0,8,12,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T22:37:06.821696,2.571,8809,230,9039,json_source,
167,K-4,schedule_rows,4,1,0,0.8,1.0,0.888888888888889,0,4,5,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-23T22:37:19.979385,5.969,9008,1006,10014,json_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-23T22:37:34.312662,6.382,9001,1008,10009,json_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-23T22:37:57.323874,6.5,9010,818,9828,json_source,
170,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-23T22:38:03.410290,2.307,8784,33,8817,json_source,
171,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-23T22:38:09.342355,2.359,8783,33,8816,json_source,
172,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-23T22:38:16.721278,2.627,19010,33,19043,json_source,
173,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-23T22:38:23.262074,2.495,19009,33,19042,json_source,
174,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-23T22:38:29.992266,2.309,19010,33,19043,json_source,
175,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-23T22:38:37.773617,2.249,19007,34,19041,json_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-23T22:38:53.165936,2.32,18999,34,19033,json_source,
177,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-23T22:38:59.166449,1.807,19012,33,19045,json_source,
178,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-23T22:39:06.509224,2.916,19009,33,19042,json_source,
179,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-23T22:39:13.267316,2.79,18998,33,19031,json_source,
180,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-23T22:39:20.937266,3.475,19011,33,19044,json_source,
181,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T22:39:29.003426,2.87,19250,223,19473,json_source,
182,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-23T22:39:37.241893,3.8,19232,214,19446,json_source,
183,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-23T22:39:45.340459,3.161,19236,232,19468,json_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:40:01.350707,11.309,19236,219,19455,json_source,
185,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:40:10.609853,3.689,19240,227,19467,json_source,
186,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-23T22:40:19.897180,3.102,19249,219,19468,json_source,
187,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T22:40:27.109184,2.132,19237,221,19458,json_source,
188,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-23T22:40:33.900226,2.382,19237,219,19456,json_source,
189,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T22:40:42.390202,3.383,16588,223,16811,json_source,
190,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T22:40:50.506724,3.108,16592,217,16809,json_source,
191,K-6,schedule_rows,1,1,0,0.5,1.0,0.6666666666666666,0,1,2,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-23T22:41:00.336541,4.687,16577,408,16985,json_source,
192,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-23T22:41:09.564426,4.167,16594,228,16822,json_source,
193,K-6,lecturer_list,1,1,1,0.5,0.5,0.5,0,2,2,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-23T22:41:17.786644,3.163,16403,60,16463,json_source,
194,K-6,lecturer_list,18,0,5,1.0,0.782608695652174,0.878048780487805,0,23,18,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-23T22:41:25.964526,3.484,16391,326,16717,json_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T22:41:33.596605,3.318,16587,217,16804,json_source,
196,K-6,schedule_rows,3,1,1,0.75,0.75,0.75,0,4,4,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-23T22:41:48.118441,5.839,16580,799,17379,json_source,
197,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-23T22:42:00.937257,5.437,16593,787,17380,json_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-23T22:42:08.968900,2.933,16596,223,16819,json_source,
199,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-23T22:42:16.512016,2.939,16587,217,16804,json_source,
200,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-23T22:42:25.744141,4.132,16587,230,16817,json_source,
