id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
77,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar berakhir jam 11.45  tanggal 1 Juli 2024,2025-05-23T17:58:02.669870,2.173,9240,33,9273,json_source,
78,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 2 Juli 2024,2025-05-23T17:58:11.371559,4.477,9237,33,9270,json_source,
79,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak seminar Bu Nelly hari Selasa,2025-05-23T17:58:20.979371,4.703,9226,33,9259,json_source,
80,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 4 Juli 2024,2025-05-23T17:58:29.471809,2.691,9239,33,9272,json_source,
81,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan seminar paling pagi pada tanggal 1 Juli 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T17:58:42.353844,4.228,9434,209,9643,json_source,
82,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling akhir pada  4 Juli 2024,2025-05-23T17:58:56.752034,4.221,9416,193,9609,json_source,
83,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 5 Juli 2024,2025-05-23T17:59:11.385301,3.74,9420,212,9632,json_source,
84,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara seminar tanggal 4 Juli 2024, siapa mahasiswa dengan NIM terkecil",2025-05-27T01:14:42.624439,4.441,9563,201,9764,json_source,
85,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk seminar tanggal 3 Juli 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T17:59:47.848773,5.201,9424,206,9630,json_source,
86,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan seminar paling akhir pada tanggal 8 Juli 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-23T18:00:01.022044,4.047,2021,206,2227,json_source,
87,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T18:00:12.142346,2.186,2010,211,2221,json_source,
88,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 10 Juli 2024,2025-05-27T01:14:52.527601,3.043,2153,194,2347,json_source,
89,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara seminar tanggal 9 Juli 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T18:00:32.429959,2.96,2008,215,2223,json_source,
90,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk seminar tanggal 8 Juli 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T18:00:48.843866,3.702,2012,212,2224,json_source,
91,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan seminar paling terakhir pada hari Senin,2025-05-23T18:00:59.349947,2.984,1005,202,1207,json_source,
92,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang seminar di ruang  6010 pada 11 Desember 2023,2025-05-23T18:01:17.594719,5.901,1022,204,1226,json_source,
93,K-6,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja dosen yang menguji terbanyak pada tanggal 5 Januari 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-26T11:42:41.531605,4.791,4943,63,5006,json_source,
94,K-4,lecturer_list,6,0,0,1.0,1.0,1.0,1,6,6,Urutkan berdasarkan alphabet nama dosen yang seminar di hari Jumat,2025-05-23T18:01:36.249149,3.359,4933,130,5063,json_source,
95,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada seminar tanggal 2 Januari 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T18:01:58.529942,3.479,5077,211,5288,json_source,
96,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang seminar di ruang R6010 pada hari Selasa,2025-05-23T18:02:12.393909,3.229,5078,209,5287,json_source,
97,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa mahasiswa dengan seminar paling pagi di ruang R6028 pada tanggal 3 Januari 2024? Jika lebih dari satu, ambil NIM terkecil.",2025-05-23T18:02:29.305149,5.245,5094,210,5304,json_source,
98,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang seminar di Ruang 6010 pada tanggal 3 Januari 2024,2025-05-26T13:00:44.819307,2.313,5160,193,5353,json_source,
99,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang seminar di hari Sabtu, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-26T11:43:02.688410,3.283,5152,196,5348,json_source,
100,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 6 Januari 2024,2025-05-23T18:03:13.341395,2.133,5077,212,5289,json_source,
101,K-1,schedule_rows,7,0,0,1.0,1.0,1.0,1,7,7,Tampilkan jadwal sidang Pak Andri,2025-05-26T11:44:54.802239,9.788,9250,1370,10620,json_source,
102,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang Ikhsan dilaksanakan,2025-05-23T18:04:07.011747,3.777,9180,221,9401,json_source,
103,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang Muhammad Rifqu dimulai,2025-05-23T18:04:18.470514,2.81,9180,217,9397,json_source,
104,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Fermi Naufal Akbar,2025-05-23T18:04:28.555097,2.406,9181,213,9394,json_source,
105,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Tri Novarel Rahmadhani,2025-05-23T18:04:40.022015,3.037,9183,210,9393,json_source,
106,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang  Muh Nur I,2025-05-23T18:04:50.826343,2.93,9180,220,9400,json_source,
107,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Ferdi berakhir,2025-05-23T18:05:06.264140,3.241,9178,209,9387,json_source,
108,K-1,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Tampilkan jadwal Ir.Taryana Suryana,2025-05-23T18:05:40.150959,11.425,9181,782,9963,json_source,
109,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang  Miftah dimulai,2025-05-23T18:06:00.054104,11.823,9180,211,9391,json_source,
110,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang  Faishal akan dilaksanakan,2025-05-23T18:06:11.027774,3.094,9181,210,9391,json_source,
111,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Toni Rizky Awalludin dimulai,2025-05-23T18:06:23.216537,4.659,9184,219,9403,json_source,
112,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada disidang Naufal Hafizh,2025-05-23T18:06:31.370556,2.526,9033,76,9109,json_source,
113,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rikrik,2025-05-23T18:06:43.479062,2.997,9178,211,9389,json_source,
114,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat sidang Diva Sabila Ramadhan,2025-05-23T18:06:54.026339,2.723,9183,217,9400,json_source,
115,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapakan NIM dari Angga,2025-05-23T18:07:12.188868,6.399,9179,220,9399,json_source,
116,K-1,schedule_rows,3,1,0,0.75,1.0,0.8571428571428571,0,3,4,Munculkan jadwal dari Bapak Irawan,2025-05-26T11:45:10.714470,5.722,9253,779,10032,json_source,
117,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di mana sidang mahasiswa bernama Alif dilaksanakan,2025-05-23T18:07:50.531383,6.271,9180,213,9393,json_source,
118,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa sidang Dedus Lihoko dimulai,2025-05-23T18:08:01.924890,3.963,9182,222,9404,json_source,
119,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Septiana,2025-05-23T18:08:12.787452,3.652,9180,225,9405,json_source,
120,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dicky,2025-05-23T18:08:25.165116,3.126,9179,222,9401,json_source,
121,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang Weldira Tarigan,2025-05-27T08:08:43.112206,2.727,9321,211,9532,json_source,
122,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Rendy Dermawan berakhir,2025-05-23T18:08:48.986491,2.298,9181,214,9395,json_source,
123,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Reichan dimulai,2025-05-23T18:09:01.072452,3.44,9178,216,9394,json_source,
124,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang akan dilaksanakan oleh Ferdy Mohamad Firdaus,2025-05-23T18:09:17.260334,3.361,9185,215,9400,json_source,
125,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada di sidang Dewi Mahiranie,2025-05-23T18:09:26.654766,3.308,9031,77,9108,json_source,
126,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Adam,2025-05-23T18:09:43.041015,3.862,9178,226,9404,json_source,
127,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal sidang Bu Rani,2025-05-23T18:10:08.468853,5.229,7322,617,7939,json_source,
128,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang sidang Rizky Renaldi Cahya Febrian,2025-05-23T18:10:19.142632,2.855,7328,222,7550,json_source,
129,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Dita,2025-05-23T18:10:27.899267,2.364,7326,222,7548,json_source,
130,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tanggal berapa Pak Dwi sidang,2025-05-26T11:45:27.889895,9.77,7395,600,7995,json_source,
131,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Bu Utami  menghadiri sidang skripsi,2025-05-23T18:11:06.864578,5.099,7330,420,7750,json_source,
132,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja mahasiswa yang sidang dengan Pak Ikbal,2025-05-23T18:11:24.687759,5.187,7326,593,7919,json_source,
133,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Umar,2025-05-23T18:11:35.113348,2.455,7322,227,7549,json_source,
134,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja dosen yang sidang bersama Pak Hidayat,2025-05-23T18:11:44.886424,4.031,7174,61,7235,json_source,
135,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Sebutkan mahasiswa yang diuji oleh Bu Tati,2025-05-23T18:12:12.822674,8.757,7327,1003,8330,json_source,
136,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Sebutkan NIM mahasiswa yang diuji oleh Pak Dedeng,2025-05-23T18:12:35.244077,10.843,7328,605,7933,json_source,
137,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal sidang dari mahasiswa Ahmad Haris,2025-05-23T18:12:48.508495,3.738,7325,220,7545,json_source,
138,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Muhammad Iqbal,2025-05-23T18:12:59.713229,3.88,7328,224,7552,json_source,
139,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Di ruang mana sidang dengan Pak Didit,2025-05-23T18:13:21.125820,6.332,6851,606,7457,json_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-23T18:13:32.744353,2.338,6849,213,7062,json_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-23T18:13:46.569704,4.236,6858,216,7074,json_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-23T18:13:59.731693,3.878,6860,223,7083,json_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-23T18:14:10.392293,3.204,6858,216,7074,json_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-23T18:14:19.948433,3.186,6858,219,7077,json_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-23T18:14:29.557382,2.852,3327,212,3539,json_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-23T18:14:35.999820,1.652,3176,77,3253,json_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-23T18:14:47.933083,2.01,3327,210,3537,json_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-23T18:15:05.710687,2.112,3338,210,3548,json_source,
149,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-23T18:15:24.506926,5.019,3338,215,3553,json_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-23T18:15:40.261789,5.122,3334,237,3571,json_source,
151,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-23T18:15:56.032165,4.479,3338,210,3548,json_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-23T18:16:10.606570,2.582,3339,213,3552,json_source,
153,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-23T18:16:27.067386,3.386,3338,222,3560,json_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-23T18:16:46.519208,4.111,8981,221,9202,json_source,
155,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-27T01:12:38.843634,7.451,9120,220,9340,json_source,
156,K-4,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-23T18:17:30.387416,3.805,8974,426,9400,json_source,
157,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-23T18:18:01.603554,4.784,8974,816,9790,json_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-23T18:18:22.712301,5.198,8974,798,9772,json_source,
159,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-23T18:18:39.004036,5.517,8975,781,9756,json_source,
160,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-23T18:18:56.255480,4.141,8972,604,9576,json_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-23T18:19:20.939344,7.474,8966,605,9571,json_source,
162,K-4,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-23T18:19:54.874300,7.236,8971,221,9192,json_source,
163,K-4,lecturer_list,12,0,0,1.0,1.0,1.0,1,12,12,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-26T11:45:40.544751,2.515,8817,234,9051,json_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-23T18:20:32.397180,4.973,8975,605,9580,json_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-23T18:21:03.025090,10.659,8971,2376,11347,json_source,
166,K-4,lecturer_list,8,0,0,1.0,1.0,1.0,1,8,8,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-23T18:21:14.819006,3.58,8816,163,8979,json_source,
167,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-26T11:46:01.650388,6.341,9046,816,9862,json_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-23T18:22:07.770915,5.627,8967,1008,9975,json_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-23T18:22:35.574065,6.728,8976,818,9794,json_source,
170,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-23T18:22:45.314259,3.709,8778,33,8811,json_source,
171,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-23T18:22:55.141716,3.226,8777,33,8810,json_source,
172,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-23T18:23:05.712899,5.282,19004,33,19037,json_source,
173,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-23T18:23:15.344551,3.862,19003,33,19036,json_source,
174,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-23T18:23:28.838640,5.405,19004,33,19037,json_source,
175,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-23T18:23:52.257612,11.298,19001,34,19035,json_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-23T18:24:00.395131,2.686,18993,34,19027,json_source,
177,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-23T18:24:11.720808,4.505,19006,33,19039,json_source,
178,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-23T18:24:21.379299,2.642,19003,33,19036,json_source,
179,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-23T18:24:31.850082,3.235,18992,33,19025,json_source,
180,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-23T18:24:41.491767,4.267,19005,33,19038,json_source,
181,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-23T18:25:06.795832,7.354,19216,223,19439,json_source,
182,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-27T18:53:47.886140,6.543,19339,213,19552,json_source,
183,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-23T18:25:51.035020,6.623,19202,228,19430,json_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T18:26:10.901630,3.502,19202,219,19421,json_source,
185,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T18:26:39.178321,10.325,19206,227,19433,json_source,
186,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-27T00:49:58.901594,4.69,19287,235,19522,json_source,
187,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-23T18:27:11.282037,3.458,19203,221,19424,json_source,
188,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-27T01:11:08.999034,7.934,19344,213,19557,json_source,
189,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-23T18:27:51.815400,3.654,16554,219,16773,json_source,
190,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-23T18:28:16.923960,3.634,16558,220,16778,json_source,
191,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-27T01:09:14.718088,6.331,16684,224,16908,json_source,
192,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-23T18:28:55.664066,4.492,16560,228,16788,json_source,
193,K-6,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-26T11:51:02.452513,16.675,16403,58,16461,json_source,
194,K-6,lecturer_list,23,0,0,1.0,1.0,1.0,1,23,23,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-27T10:16:00.198396,4.963,16391,414,16805,json_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-23T18:29:50.290175,2.789,16553,217,16770,json_source,
196,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-27T21:37:22.954468,9.759,16685,808,17493,json_source,
197,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-23T18:30:49.295678,6.038,16559,787,17346,json_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-26T11:51:29.819917,4.821,16634,223,16857,json_source,
199,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-26T11:51:43.582810,4.276,16625,217,16842,json_source,
200,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-23T18:31:51.325616,3.171,16553,230,16783,json_source,
